timestamp,agent_id,event_type,cultural_state,source_id,guild,narrative_coherence,strain_id
33,107,exposure,E,-1,Iconoclastes,0.5916666666666667,PR-004
33,759,exposure,E,-1,Anachorètes,0.5916666666666667,PR-004
33,54,exposure,E,-1,Anachorètes,0.5916666666666667,PR-004
33,948,exposure,E,-1,Anachorètes,0.5916666666666667,PR-004
33,551,exposure,E,-1,Hérauts,0.5916666666666667,PR-004
33,181,exposure,E,-1,Anachorètes,0.5916666666666667,PR-004
33,162,exposure,E,-1,Colporteurs,0.5916666666666667,PR-004
33,805,exposure,E,-1,Iconoclastes,0.5916666666666667,PR-004
33,30,exposure,E,-1,Iconoclastes,0.5916666666666667,PR-004
33,497,exposure,E,-1,Hérauts,0.5916666666666667,PR-004
33,528,exposure,E,-1,Iconoclastes,0.5916666666666667,PR-004
33,119,exposure,E,-1,Anachorètes,0.5916666666666667,PR-004
33,73,exposure,E,-1,Iconoclastes,0.5916666666666667,PR-004
33,917,exposure,E,-1,Anachorètes,0.5916666666666667,PR-004
33,241,exposure,E,-1,Colporteurs,0.5916666666666667,PR-004
33,306,disenchantment,R,-1,Colporteurs,0.4,MV-003
35,59,exposure,E,56,Iconoclastes,0.5916666666666667,PR-004
35,677,exposure,E,73,Scribes,0.5916666666666667,PR-004
35,164,exposure,E,162,Scribes,0.5916666666666667,PR-004
35,182,exposure,E,181,Hérauts,0.5916666666666667,PR-004
35,218,exposure,E,215,Anachorètes,0.5916666666666667,PR-004
35,944,exposure,E,292,Iconoclastes,0.5916666666666667,PR-004
35,499,exposure,E,496,Colporteurs,0.4,MV-003
35,529,exposure,E,528,Hérauts,0.5916666666666667,PR-004
35,554,exposure,E,551,Colporteurs,0.5916666666666667,PR-004
35,662,exposure,E,661,Anachorètes,0.5916666666666667,PR-004
35,761,exposure,E,759,Iconoclastes,0.5916666666666667,PR-004
35,960,exposure,E,777,Scribes,0.5916666666666667,PR-004
35,914,exposure,E,912,Scribes,0.5916666666666667,PR-004
35,947,exposure,E,945,Scribes,0.5916666666666667,PR-004
36,185,exposure,E,56,Anachorètes,0.4,RF-005
36,120,exposure,E,119,Scribes,0.4,RF-005
36,163,exposure,E,162,Scribes,0.4,RF-005
36,184,exposure,E,181,Colporteurs,0.4,RF-005
36,243,exposure,E,241,Iconoclastes,0.4,RF-005
36,206,exposure,E,446,Anachorètes,0.5916666666666667,PR-004
36,530,exposure,E,528,Hérauts,0.4,RF-005
36,553,exposure,E,551,Scribes,0.4,RF-005
36,527,exposure,E,632,Anachorètes,0.5916666666666667,PR-004
36,664,exposure,E,661,Hérauts,0.4,RF-005
36,953,exposure,E,805,Hérauts,0.5916666666666667,PR-004
36,827,exposure,E,825,Hérauts,0.5916666666666667,PR-004
36,918,exposure,E,917,Scribes,0.4,RF-005
36,951,exposure,E,948,Anachorètes,0.4,RF-005
36,496,disenchantment,R,-1,Colporteurs,0.4,MV-003
36,497,disenchantment,R,-1,Hérauts,0.4,RF-005
37,32,exposure,E,30,Iconoclastes,0.4,RF-005
37,46,exposure,E,45,Anachorètes,0.4,RF-005
37,541,exposure,E,119,Anachorètes,0.4,RF-005
37,629,exposure,E,181,Scribes,0.4,RF-005
37,216,exposure,E,215,Iconoclastes,0.4,RF-005
37,730,exposure,E,258,Colporteurs,0.5916666666666667,PR-004
37,375,exposure,E,373,Scribes,0.5916666666666667,PR-004
37,466,exposure,E,465,Hérauts,0.5916666666666667,PR-004
37,556,exposure,E,554,Colporteurs,0.5916666666666667,PR-004
37,665,exposure,E,662,Scribes,0.5916666666666667,PR-004
37,780,exposure,E,777,Iconoclastes,0.4,RF-005
37,808,exposure,E,805,Hérauts,0.5916666666666667,PR-004
37,826,exposure,E,825,Colporteurs,0.5916666666666667,PR-004
37,913,exposure,E,912,Scribes,0.4,RF-005
37,117,exposure,E,914,Hérauts,0.5916666666666667,PR-004
37,919,exposure,E,917,Anachorètes,0.4,RF-005
37,631,exposure,E,945,Scribes,0.4,RF-005
37,56,disenchantment,R,-1,Scribes,0.4,RF-005
38,121,exposure,E,119,Iconoclastes,0.4,RF-005
38,165,exposure,E,162,Colporteurs,0.4,RF-005
38,166,exposure,E,164,Anachorètes,0.5916666666666667,PR-004
38,183,exposure,E,182,Anachorètes,0.5916666666666667,PR-004
38,242,exposure,E,241,Scribes,0.4,RF-005
38,345,exposure,E,343,Hérauts,0.5916666666666667,PR-004
38,468,exposure,E,465,Anachorètes,0.5916666666666667,PR-004
38,635,exposure,E,632,Hérauts,0.5916666666666667,PR-004
38,663,exposure,E,662,Colporteurs,0.5916666666666667,PR-004
38,666,exposure,E,664,Scribes,0.4,RF-005
38,877,exposure,E,825,Hérauts,0.5916666666666667,PR-004
38,829,exposure,E,827,Hérauts,0.5916666666666667,PR-004
38,916,exposure,E,914,Colporteurs,0.5916666666666667,PR-004
38,920,exposure,E,918,Iconoclastes,0.4,RF-005
38,207,exposure,E,947,Anachorètes,0.5916666666666667,PR-004
38,854,exposure,E,951,Hérauts,0.4,RF-005
38,954,exposure,E,953,Scribes,0.5916666666666667,PR-004
38,962,exposure,E,960,Anachorètes,0.5916666666666667,PR-004
38,530,disenchantment,R,-1,Hérauts,0.4,RF-005
39,35,exposure,E,32,Scribes,0.4,RF-005
39,48,exposure,E,46,Scribes,0.4,RF-005
39,57,exposure,E,54,Colporteurs,0.5916666666666667,PR-004
39,220,exposure,E,182,Colporteurs,0.5916666666666667,PR-004
39,186,exposure,E,184,Colporteurs,0.4,RF-005
39,209,exposure,E,206,Anachorètes,0.5916666666666667,PR-004
39,245,exposure,E,243,Anachorètes,0.4,RF-005
39,376,exposure,E,375,Iconoclastes,0.5916666666666667,PR-004
39,111,exposure,E,466,Iconoclastes,0.5916666666666667,PR-004
39,58,exposure,E,541,Anachorètes,0.4,RF-005
39,599,exposure,E,556,Scribes,0.5916666666666667,PR-004
39,633,exposure,E,631,Anachorètes,0.4,RF-005
39,549,exposure,E,661,Hérauts,0.4,RF-005
39,697,exposure,E,662,Colporteurs,0.5916666666666667,PR-004
39,733,exposure,E,730,Anachorètes,0.5916666666666667,PR-004
39,82,exposure,E,759,Scribes,0.4,RF-005
39,763,exposure,E,761,Colporteurs,0.5916666666666667,PR-004
39,778,exposure,E,777,Colporteurs,0.4,RF-005
39,809,exposure,E,808,Hérauts,0.5916666666666667,PR-004
39,921,exposure,E,918,Hérauts,0.4,RF-005
39,162,disenchantment,R,-1,Colporteurs,0.4,RF-005
39,919,disenchantment,R,-1,Anachorètes,0.4,RF-005
40,849,exposure,E,46,Iconoclastes,0.4,RF-005
40,62,exposure,E,59,Colporteurs,0.5916666666666667,PR-004
40,923,exposure,E,120,Scribes,0.4,RF-005
40,123,exposure,E,121,Colporteurs,0.4,RF-005
40,168,exposure,E,165,Colporteurs,0.4,RF-005
40,169,exposure,E,166,Hérauts,0.5916666666666667,PR-004
40,187,exposure,E,184,Anachorètes,0.4,RF-005
40,884,exposure,E,185,Scribes,0.4,RF-005
40,219,exposure,E,218,Hérauts,0.5916666666666667,PR-004
40,287,exposure,E,292,Iconoclastes,0.4,RF-005
40,344,exposure,E,343,Colporteurs,0.5916666666666667,PR-004
40,348,exposure,E,345,Iconoclastes,0.5916666666666667,PR-004
40,374,exposure,E,373,Anachorètes,0.5916666666666667,PR-004
40,477,exposure,E,375,Iconoclastes,0.5916666666666667,PR-004
40,501,exposure,E,499,Colporteurs,0.4,MV-003
40,552,exposure,E,551,Iconoclastes,0.4,RF-005
40,986,exposure,E,554,Scribes,0.5916666666666667,PR-004
40,559,exposure,E,556,Hérauts,0.5916666666666667,PR-004
40,637,exposure,E,635,Scribes,0.5916666666666667,PR-004
40,667,exposure,E,665,Anachorètes,0.5916666666666667,PR-004
40,679,exposure,E,677,Iconoclastes,0.5916666666666667,PR-004
40,732,exposure,E,730,Scribes,0.5916666666666667,PR-004
40,783,exposure,E,780,Anachorètes,0.4,RF-005
40,806,exposure,E,805,Colporteurs,0.5916666666666667,PR-004
40,810,exposure,E,808,Colporteurs,0.5916666666666667,PR-004
40,856,exposure,E,854,Iconoclastes,0.4,RF-005
40,528,disenchantment,R,-1,Iconoclastes,0.4,RF-005
41,338,exposure,E,35,Anachorètes,0.4,RF-005
41,336,exposure,E,48,Hérauts,0.4,RF-005
41,61,exposure,E,58,Scribes,0.4,RF-005
41,83,exposure,E,82,Scribes,0.4,RF-005
